id,Valence,Arousal,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28
s01,7.71,7.6,-0.1836239894860434,-0.4706851056651017,-0.15708269826907337,1.7947950828753128,-0.36732551071809605,0.1399269891589109,1.1510237974243946,-0.050159210795,0.4748806454653635,-0.4963448098499947,-1.0191352056820076,-0.8728273548578257,0.09887165439565093,0.955195115372076,0.560471679322434,0.05799328228222825,-0.7615127219627257,-0.6109332601392788,0.6468235223693414,-0.31520898256171925,-0.9218624111285992,-1.0191352056820076,-0.36732551071809605,-2.1517213605392516,-1.0191352056820076,-0.45782835660810256,1.6980105953385083,2.708659420968518,0.955195115372076
s01,8.1,7.31,0.18146518695579186,0.612632862833529,0.8333632645428224,0.18146518695579186,0.040705980054126276,-0.1677328455112567,-0.7742898279065299,-1.6037569092934352,-1.5418101519083085,-0.7082458902522403,0.4674053559497547,0.39536037864448526,-0.3049241335848291,-0.1677328455112567,-0.02913085010531574,0.040705980054126276,-0.6418700735142595,-1.0351960766596071,-0.5751598697901974,-1.2275102649296883,-1.5418101519083085,0.8333632645428224,0.8333632645428224,-0.44072614279182737,-0.7082458902522403,0.9077227970335443,1.911678909256726,2.317230583296173,1.911678909256726
s01,8.58,7.54,0.41428037117545596,0.33283954153529666,1.046398212447915,0.21708909124498163,-0.32220334310527077,-0.9033159083599969,-1.0748779239245083,-1.2683788161596732,-1.1586640245490376,-1.0466575401632447,-1.0182894057016587,-1.0466575401632447,-0.703680108430382,0.06899236127559796,0.5804636857114598,0.3960887065664841,-1.1586640245490376,-1.809429854642468,-1.0748779239245083,-0.25743537917595133,0.6937704910769148,1.5159992941768503,1.1992313462178543,1.2613810671238233,1.168376355060526,1.2302325695607597,1.841676340672196,0.552455261913256,0.32385709708968996
s01,4.94,6.01,0.688201730931768,-0.4133385258483605,-0.5926079909461496,-0.8516501764542003,-0.7665788511642002,-0.6511752954639992,-0.3216405897369583,-0.29076111381568354,-0.16564323728492208,-0.29076111381568354,-0.03790509108859387,0.29345864837231134,0.29345864837231134,0.026972441058487923,-0.005551466133356024,0.862361787581595,4.883756779849416,0.05966797836744135,-0.1021068156091441,0.12557940636426587,-0.25972287452206416,-0.44359497565389283,-0.35236251731169704,-0.16564323728492208,-0.07008976761064614,-0.1971651829225172,-0.07008976761064614,-0.6219646697693102,-0.5631041608506901
s01,6.96,3.92,-0.8957399216308098,-0.27709251880364133,0.15831577399393712,2.1634043269469325,-0.5397127760521823,0.04765452506269752,1.1972749210110218,1.4780764521349354,0.6719420565333672,0.5555330695184346,0.6135717382580729,0.78968907788181,1.7178750569798669,-0.007217558316191556,0.10283145334924632,0.21411006291038867,-0.6427947379882418,-0.7447800833079572,0.020180535874373972,-0.020888242995128488,-0.1834767556448206,0.15831577399393712,0.22810737228914757,-1.8441258733332808,-0.9950590803524085,0.8341938915664259,-0.845686218624293,-2.110376447922344,-1.8441258733332808
s01,8.27,3.92,-0.05889283989286819,0.22898544701170867,1.6246485341566825,1.9252528913879032,0.17080213097769953,-0.17195049438629792,0.28747742785226743,1.1402034956435512,0.7057741340796148,0.7057741340796148,0.5846544272841386,-0.3393515833205198,-0.44952153073876716,-0.11556887762720484,-0.983845775717272,-1.8333828846399245,-0.6665059957046582,0.44994212814287676,0.9519846855982846,-3.3607898422495412,-0.7200654522468685,-0.8263749025120196,-0.28383959431132627,0.5846544272841386,-0.0019200689766728813,-0.2280399784160738,-0.3393515833205198,0.5245816504552848,0.49466589010677653
s01,7.44,3.73,1.3959874386854318,2.2512664973062884,0.5752968714058582,-0.09570799492335287,-0.8454002875875589,0.32969426149254305,0.06725032975659909,0.35394879309394106,-0.002967484942892006,0.5380188232764581,-0.5884223012200623,-0.32324288975572923,-0.6749739146841152,-0.32324288975572923,0.9309294505603384,-0.32324288975572923,-2.5795082662548627,-2.037774050696962,0.06725032975659909,1.0745650710827783,1.5748558956566183,1.0877357462682238,0.281385648964139,-0.45688211822456115,-0.5884223012200623,-0.3680256197200875,-0.8874592382269711,-0.9709317336136245,0.5380188232764581
s01,7.32,2.55,-0.7802720418087679,-1.0425852716194106,-1.7372953710132424,-0.10039195142029302,0.32494103312673783,0.46975950239610587,0.6161393567788823,0.39715666018218293,1.2177887858122436,0.8386924234287921,-0.7802720418087679,-1.6756993015944845,-1.2996390883010218,-0.5125363162914476,0.39715666018218293,0.764105984650909,1.5680167222736057,0.7084309147315163,0.6899227158123686,0.03988937593690968,1.2177887858122436,2.1101606068598557,0.46975950239610587,-0.4447353650755971,-0.7138529868246635,-0.030435868435585003,0.32494103312673783,-1.2996390883010218,-1.7372953710132424
s01,4.04,3.29,0.3713988788382251,1.2222145265111108,-0.24610031287488007,0.8705440588063181,1.792805682720876,2.277225929625489,1.2673004839091602,1.177384013630897,0.9028478178439189,0.46252071696627395,0.43202379948212194,0.49314160565971055,-0.7460903300455661,-0.5892201467607473,-0.7804746133958389,-1.0164682069267164,-0.7804746133958389,-0.9832494090947437,-0.6068253432097972,-0.5361378120128547,-0.9163221014234398,1.4502429277606166,-1.1151594053282505,-1.1801608372071757,-0.5715706047287029,0.017673948152174,-0.2830073982407678,-1.4028138461668462,-0.9832494090947437
s01,1.99,4.86,-0.7628830630683444,0.4921715531860222,0.19443425258678715,-0.26630670147183294,0.19443425258678715,0.9223069300091795,0.3126035646380896,-0.09572703527455811,0.37214862058082704,-0.32259369459990095,-1.2893736633152488,-0.26630670147183294,1.9682869257124675,1.7651420505138955,0.07747693347959979,1.3687618062239963,1.0323549255491025,1.4176029564878228,1.175366606389007,-2.128468057458748,0.07747693347959979,-1.0818518208821595,-0.6544495151266763,-0.5998281383650105,-1.186115216293454,-1.3916416216365883,-1.315032952496955,0.3126035646380896,-0.32259369459990095
s01,2.99,2.36,1.6998825374074713,1.4465357807040264,1.4465357807040264,1.2863098343020298,-0.31982492745413493,-0.4431631435935424,0.8517172973160053,1.3394921752687947,0.18682585798104695,-0.7459169254383264,-0.19517808302678102,-0.8055289103907102,-0.9238334152319463,-0.9825306503262482,-1.0409276438088169,-1.0990266934470887,-1.7190862777999496,-1.6088784532402902,-0.9238334152319463,-0.6257615182686774,-1.0409276438088169,0.4154218671238283,0.2192180050255711,0.8688118727833151,0.5147299694563476,-0.565213232149248,0.9202380539808015,1.128103542686613,0.7158083584767388
s01,2.71,2.77,-0.2518779489819849,-0.2518779489819849,-0.35907188113335475,-0.7767394302412738,-0.7767394302412738,-1.5622037763248235,-1.8408703549904961,-0.7254802310325723,-0.7767394302412738,-0.9289357672234025,-0.7767394302412738,2.51985086807481,-0.08893167678406048,-0.35907188113335475,-0.305617082076439,-0.8277337240277058,0.34440205553147335,0.47367436863760276,-0.305617082076439,0.34440205553147335,1.0071965422196711,2.26165151837004,0.4160227051919214,-0.35907188113335475,-0.305617082076439,0.6485510810895029,1.4254871448336948,1.191117291517193,0.9465804079441502
s01,1.95,3.12,-0.3466694866071729,0.2448880626731763,1.0382946405931,0.7133355634663223,0.14374751699518207,-0.20215828326140303,2.003896087983731,0.39858462488802876,0.9288102203425005,0.34708490647835016,-1.1260060727665666,0.19418677876464693,1.0382946405931,-0.858361933748159,-2.278934671615092,-0.858361933748159,-0.39435576308810405,0.8745082960895237,-0.7673892953625929,-1.8032079873061668,-1.3001668522235217,-0.9484470341982543,-0.10458864426774424,1.5604511064036486,1.3031255380370517,-0.2987423703460337,0.9288102203425005,0.2448880626731763,-0.6755159377850875
s01,4.18,2.24,-0.010050564178877477,0.09600266190850273,0.31146699986968157,-0.010050564178877477,0.5315279103740267,1.582827302153199,1.582827302153199,0.09600266190850273,-0.11500763289068335,3.1085895280499374,0.9281458421457897,0.04283795872667789,-0.11500763289068335,2.004922882364323,-0.2704248307908527,-0.8203924213652728,-1.1078447693536884,-1.2948170184102268,-0.8688970256900183,-0.4739661356550377,-0.6734161580093865,-0.7226538201695474,-0.5741948085048247,0.3660455987050825,-0.5242073438177132,-0.9171609123754381,-0.5242073438177132,-0.4739661356550377,-1.1549315306050618
s01,3.17,8.08,-0.8129760541977232,0.28400022278383474,-0.4598644094830702,-1.484628972815799,-0.0944246774217711,-1.2972434526635264,-0.04117488789284222,0.5063421788020767,-0.561983804992879,-0.30479421630150433,-0.14740954262468864,-1.057992297469113,0.12018404612052215,-1.5309306275045886,-1.484628972815799,0.22911834756414545,0.3391613950784364,0.4503302026696051,-0.2263944160312691,0.17451365353242893,0.6192322956463887,1.4432697795634273,0.562642134246281,0.4503302026696051,3.6350111313444504,0.8485403454863976,0.4503302026696051,-0.4084283503196484,-0.20013145564297968
s01,6.81,7.44,-0.07083777908115674,-1.5574719696591321,-1.7164129960714598,-1.1769767852174948,-0.8966119124710294,-0.13191099252766184,0.11440081046320755,-0.5502788343724503,-0.29815896908995937,0.021400366329821653,-0.7248233564910974,0.35029964057189455,1.3973196009320283,0.6889544017618241,0.17682928539252302,3.1311435544714064,1.4495778650783744,1.037805220277903,0.8206229331010912,0.11440081046320755,0.23960362444887132,-0.009429917889738524,-0.009429917889738524,-1.7164129960714598,-1.0096385889185575,0.11440081046320755,0.35029964057189455,0.11440081046320755,-0.25306435903943286
s01,2.46,6.91,-1.6078312799588963,-1.2203037349135621,-1.1001801071399167,-1.1001801071399167,-1.299375011781398,-1.757523292456801,-1.1001801071399167,-0.8958247127408875,-0.19349985153042523,-0.19349985153042523,-0.8958247127408875,0.43869488669665785,1.3601198857977692,1.2396141383933024,0.21086447299347677,-0.02256832793191434,-0.6006686628885656,-0.3388603858077631,0.4508543750684567,1.0033180858741053,1.0422717561151071,2.030889042231531,0.7478933052938297,1.1206905233398758,0.622898199903483,1.319773566239049,0.023606598716888274,0.11671967394257556,0.5981116350952006
s01,7.23,7.15,-1.5259028733380577,-1.4733925064439017,-1.0437862805693017,-0.822424293954527,-0.6534229310967067,-0.8781861649482235,-0.4818013920705516,0.170908184544886,0.2321442102782594,0.29370770138988817,0.29370770138988817,-0.4818013920705516,-0.010861021128061766,0.6701149160669677,1.8591604999992937,1.6498037104836232,1.0589997179709105,1.4439729300545332,-0.1897752130993425,-0.6534229310967067,-0.5393034541153967,-0.2487904252465285,1.495104943547204,-1.206902394456065,2.090048760482804,-0.4818013920705516,-0.9888650301023784,-0.4240013918803953,0.8467678114789557
s01,7.17,8.0,-1.7639780884879046,-1.3291197156499572,-0.3041642277054937,0.0608218955183145,-0.0739603213222464,-0.6623162874133605,-1.477181413640356,0.8099547451057216,2.0179720025572747,2.5540296605514015,1.5543545686164078,0.4442247497304807,0.3730827506300896,-0.06281985332525528,0.026900701436231172,0.5884849145729367,0.2095847225770864,0.09489520257834379,0.16350226679380922,1.0377522850822987,0.1980381027307139,0.026900701436231172,0.16350226679380922,0.40857235201197833,-0.43257729113016424,-1.2538785530472052,-1.2916013641890742,-0.8650271664867699,-1.2159496063253274
s01,8.26,7.91,-1.0619417160322162,-0.823639362317759,-0.967352137268829,-1.1088763928044036,-1.4308646616330483,-1.828694069739799,-1.6980392027039208,-0.2258553728936238,-0.32812176967341616,-0.2258553728936238,-0.726589802722132,-0.47950824679625453,-0.2258553728936238,0.034634505696405554,-0.2258553728936238,0.3022415940839803,0.6894146350547481,0.9753414570791652,0.8456811676811469,0.8028242653030886,-0.018023663308889163,-0.27712420310948865,0.8028242653030886,0.8028242653030886,0.19432612691899206,2.6704415707688773,1.0189286031966887,1.062701226531731,1.450013036763635
s01,9.0,7.95,0.2668792898435456,0.6083593271807112,0.13289969049486305,-0.8271116119248202,-1.5423566738802488,-0.19572951545473338,-1.714394785373316,-0.2603952624319093,-0.8271116119248202,-1.2497145254642055,-1.2497145254642055,-0.6412046612975174,0.28373033223585387,0.18297009517958507,-0.2603952624319093,0.747629616918223,1.617160643279382,0.6083593271807112,-0.32471427618132653,-0.8884317055872291,-0.06534654593977082,1.0309045971775253,2.016895381115392,2.016895381115392,1.9590357274323933,-0.2603952624319093,-0.5156185829482193,-0.3886893379855643,-0.2603952624319093
s01,7.09,2.08,0.7220802990710528,0.9585409665203147,0.226141864281295,0.9285576565788305,0.5591777085697858,-0.29544693707504904,1.6839813096499592,0.04779792704776955,-0.460681437422016,-1.4561814041912973,-1.4001575965376127,2.0224177913908994,-0.460681437422016,-0.7166944053561917,-0.621866072564397,-1.5116935788983705,-0.5578686262960431,-0.3950821046159369,0.7220802990710528,0.04779792704776955,0.9886481744367625,0.7512173477785963,-1.951027555622998,-1.6212108104471668,-0.7791479320374702,0.29879010328036004,1.1513445069100445,0.6353740815461857,0.4837919353059031
s01,8.15,3.01,-0.00820619035047942,0.08710635745967595,0.5695920905529454,-1.047518546791015,4.0605182770513135,1.1828742444415075,-0.4768463762520679,-0.43437728263173403,-1.1021190410096517,0.19683345725346676,0.27150252101355765,0.2903638333770735,0.38585913336882144,0.6031776848769258,-0.19282734595125567,-1.1201487124026914,-0.34812561826878885,0.2153852555691189,0.12338348024864361,1.5450576014074626,-0.6728251924133086,-0.642496970273666,-0.5811564307581499,-0.5397477038307984,-0.5188864891287615,-1.0840045241041736,-0.6017055114958485,-0.36985482934223096,0.20919282838408695
s01,7.04,7.09,0.5111149678144126,1.2267823068333956,2.2780989053980765,-0.5038641797515173,-0.8516682962490644,1.5030549851474526,-0.14245878495518005,-0.2861121519591683,-0.24715161757475432,-0.8516682962490644,-0.009936212019010925,0.5252135098420968,0.23336163983302932,2.3284905346916207,-0.24715161757475432,-1.3725312308770623,-1.464035840880183,-1.418402682506231,-0.554365011655142,-0.12928987519171264,1.0914210280612184,1.4101288008316908,-0.6545432923335286,-0.7536385645721486,-0.8516682962490644,0.016792284381634458,-0.4020277914499904,-0.741310281886615,0.35736506109955574
s01,8.86,7.21,1.3461190700006445,1.0832022512199373,1.253262214506745,1.8244421809141425,2.1231843343969548,0.7271214292625883,0.43251827404500987,0.7271214292625883,0.5786287337755598,0.054110032788226986,-0.2194557189450913,-0.2194557189450913,-0.2642295480634,-1.0325352546045616,-1.3132782013184114,-0.699624177083525,-0.17445050052901645,-0.826018588045336,-1.8287475816757168,-1.3132782013184114,-1.3917551101869103,-0.08373868366959952,-0.7419663047557329,-0.7419663047557329,-0.9916388506849546,-0.30877376780161053,0.8653825951951805,0.9416789161896628,0.194141050825864
s01,7.28,7.27,-0.2523057920084079,-0.18999092079306185,0.07042111372654589,-0.6373211711374082,-0.6740304773957266,-0.7994620119723023,-0.9708190845484554,-1.0205213783033236,-1.0369201843004772,-1.0856196687768724,0.8931745205555562,-0.834453036241134,-0.06207424010046352,1.288505511029755,1.7684264346160699,2.825315916536231,2.559884597741843,1.1277222073237765,-0.37378699357769124,-0.38868502958947093,-0.1742436021471941,-0.22128236687646735,-0.5056530809216219,-0.38868502958947093,-0.4281088017654886,-0.02938912798088627,-0.14254356504703086,-0.02938912798088627,-0.2881656104759034
s01,7.35,6.95,-0.43954130480995657,0.09853002467618319,0.05240628875018066,-0.26385390566827494,0.09853002467618319,0.9211960031596654,1.4418190529930657,3.2272922036198675,-0.26385390566827494,-1.1481542551101769,-0.48290858578495716,1.0743710492263523,1.1259935785637436,-0.6117061495828853,-1.108093840716503,-0.03912423383872914,0.2383577714834379,-0.6965005556742875,-1.2276944981816698,0.19150385457427122,1.3089403666339121,0.8079525373303231,0.36848684091108624,-1.800606738486833,-0.6117061495828853,-0.9458836124099383,-0.48290858578495716,-0.5689893696298022,-0.26385390566827494
s01,3.88,3.35,1.4814102960674769,1.084766022196685,0.9883291589066714,1.1333851610298782,0.6589881729539794,-0.21700831142145935,-0.17534232479283307,0.29749516462596337,0.209493913910939,-0.04905239632932208,0.036234308607077534,-0.4221817304260628,-0.9321555635802878,-0.17534232479283307,1.2808722693339214,1.7908612166304683,0.29749516462596337,-0.8940805941366462,0.209493913910939,-0.5028076669394277,-0.9700448014656644,-1.6044125679325774,-0.7008713819474511,-1.4463026686915836,-1.3749466571576447,-1.6563787585922034,2.1656507479868137,-0.4221817304260628,-0.0913660321547248
s01,1.36,2.27,2.8567785082903367,2.397852825117172,1.1974455665363242,0.5018008226218904,-0.04486300895162992,-0.04486300895162992,-0.04486300895162992,0.22488187381955535,0.5580707530185227,0.06219199139818458,-0.20338146705315532,-0.563917556102244,-0.09797556726471589,0.33477266511209275,-0.714560454748964,-0.3594736222245522,-0.04486300895162992,-0.04486300895162992,-1.887016977235225,-0.714560454748964,-0.714560454748964,-1.3886235944563157,-1.481205760632993,-1.5728998484770347,0.116138767031379,0.33477266511209275,0.5018008226218904,0.390154135326979,0.4458294064448651
s01,2.08,2.99,2.138801560245747,0.38237622473811683,0.01575993079914215,-1.5671126083607367,-0.5055226121453378,-0.20547403968127467,-0.02896135974837249,-0.16169795616068025,-0.3354198876055612,-0.6721180640141914,-0.46333003034043346,-0.5892519325146586,-0.6307920604498253,-0.8755934250753885,-0.754134286472704,-0.6721180640141914,-1.1905996698304757,-0.3782804166234572,-0.3354198876055612,-0.8755934250753885,-0.5055226121453378,-0.24901850371234086,0.15137815335380259,0.7899854798137282,2.487025319572971,0.9136063503749025,2.531462226215654,0.571794643273253,1.0137709531885708
s01,3.03,8.14,0.8947721655172405,0.7579380668769237,0.4606777836238215,0.7241930723612896,0.4930039609988644,-0.09320466820980394,-0.7576873550555555,-0.8354334040200322,0.14660432902393286,2.7840770977705835,-0.004423339833411296,-0.4902967058052802,-0.2382141712245821,0.7494846364789132,1.9845434346884774,-0.37964319268343716,-1.1356692981777787,-1.2559232345241822,-0.5988068094719765,-1.2559232345241822,-1.396660875084196,-0.1806475846006243,-0.12249951730369953,0.5255025446532386,-0.9373914463239938,-1.3032612920065747,-0.29520795599158206,0.055523027189965865,1.7045739656575922
